name,ticker_bourso,isin,detail_url,last,variation,high,low,volume,raw_data_ist_init
EDITIONS DU SIGNE,1rPMLEDS_OTC,FR0000052755,https://www.boursorama.com/cours/1rPMLEDS-OTC/,0.088,0,0,0,,"{""symbol"":""1rPMLEDS-OTC"",""variation"":0,""last"":0.088,""previousClose"":0.088,""high"":0,""low"":0,""totalVolume"":0,""exchangeCode"":""PAR"",""tradeDate"":""2026-01-23 11:30:10"",""category"":""STK"",""decimals"":3,""tradingDecimals"":4,""highLimit"":0.091,""lowLimit"":0.068,""valorization"":0,""shares"":0,""tradeCapital"":0}"
EDUFORM'ACTION,1rPMLEFA,FR0010882886,https://www.boursorama.com/cours/1rPMLEFA/,0.31,0,0,0,,"{""symbol"":""1rPMLEFA"",""variation"":0,""last"":0.31,""previousClose"":0.31,""high"":0,""low"":0,""totalVolume"":0,""exchangeCode"":""PAR"",""tradeDate"":""2026-03-27 16:33:56"",""category"":""STK"",""decimals"":3,""tradingDecimals"":4,""highLimit"":0.36,""lowLimit"":0.296,""valorization"":0,""shares"":0,""tradeCapital"":0}"
EDUNIVERSAL,1rPMLEDU_OTC,FR0010439265,https://www.boursorama.com/cours/1rPMLEDU-OTC/,0.195,0,0,0,,"{""symbol"":""1rPMLEDU-OTC"",""variation"":0,""last"":0.195,""previousClose"":0.195,""high"":0,""low"":0,""totalVolume"":0,""exchangeCode"":""PAR"",""tradeDate"":""2025-07-10 16:30:16"",""category"":""STK"",""decimals"":3,""tradingDecimals"":3,""highLimit"":0.0005,""lowLimit"":0.0005,""valorization"":0,""shares"":0,""tradeCapital"":0}"
EEM,1rPEEM,FR0000035719,https://www.boursorama.com/cours/1rPEEM/,2.12,0,0,0,,"{""symbol"":""1rPEEM"",""variation"":0,""last"":2.12,""previousClose"":2.12,""high"":0,""low"":0,""totalVolume"":0,""exchangeCode"":""PAR"",""tradeDate"":""2026-03-27 11:30:15"",""category"":""STK"",""decimals"":3,""tradingDecimals"":4,""highLimit"":2.54,""lowLimit"":2.1,""valorization"":0,""shares"":0,""tradeCapital"":0}"
EGEIRO PHARMA,1rPALVET,BE0974387194,https://www.boursorama.com/cours/1rPALVET/,0.082,0,0,0,,"{""symbol"":""1rPALVET"",""variation"":0,""last"":0.082,""previousClose"":0.082,""high"":0,""low"":0,""totalVolume"":0,""exchangeCode"":""PAR"",""tradeDate"":""2025-01-27 17:35:24"",""category"":""STK"",""decimals"":3,""tradingDecimals"":3,""highLimit"":0.0002,""lowLimit"":0.0002,""valorization"":0,""shares"":0,""tradeCapital"":0}"
EGIDE,1rPALGID,FR0000072373,https://www.boursorama.com/cours/1rPALGID/,0.936,-0.016806722689076,0.974,0.928,,"{""symbol"":""1rPALGID"",""variation"":-0.016806722689076,""last"":0.936,""previousClose"":0.952,""high"":0.974,""low"":0.928,""totalVolume"":46217,""exchangeCode"":""PAR"",""tradeDate"":""2026-03-30 14:12:50"",""category"":""STK"",""decimals"":3,""tradingDecimals"":4,""highLimit"":0.982,""lowLimit"":0.89,""valorization"":0,""shares"":0,""tradeCapital"":0}"
EKINOPS,1rPEKI,FR0011466069,https://www.boursorama.com/cours/1rPEKI/,1.756,0.048984468339307,1.818,1.718,,"{""symbol"":""1rPEKI"",""variation"":0.048984468339307,""last"":1.756,""previousClose"":1.674,""high"":1.818,""low"":1.718,""totalVolume"":172906,""exchangeCode"":""PAR"",""tradeDate"":""2026-03-30 14:47:37"",""category"":""STK"",""decimals"":3,""tradingDecimals"":4,""highLimit"":1.842,""lowLimit"":1.67,""valorization"":0,""shares"":0,""tradeCapital"":0}"
ELECTRICITE DE STRASBOURG,1rPELEC,FR0000031023,https://www.boursorama.com/cours/1rPELEC/,213,0,214,212,,"{""symbol"":""1rPELEC"",""variation"":0,""last"":213,""previousClose"":213,""high"":214,""low"":212,""totalVolume"":234,""exchangeCode"":""PAR"",""tradeDate"":""2026-03-30 13:35:52"",""category"":""STK"",""decimals"":3,""tradingDecimals"":4,""highLimit"":223,""lowLimit"":203,""valorization"":0,""shares"":0,""tradeCapital"":0}"
ELIOR GROUP,1rPELIOR,FR0011950732,https://www.boursorama.com/cours/1rPELIOR/,2.402,0.0050209205020921,2.414,2.34,,"{""symbol"":""1rPELIOR"",""variation"":0.0050209205020921,""last"":2.402,""previousClose"":2.39,""high"":2.414,""low"":2.34,""totalVolume"":246096,""exchangeCode"":""PAR"",""tradeDate"":""2026-03-30 14:45:00"",""category"":""STK"",""decimals"":3,""tradingDecimals"":4,""highLimit"":2.522,""lowLimit"":2.282,""valorization"":0,""shares"":0,""tradeCapital"":0}"
EMB SIST INTEL,1rPMLUAV,ES0105639001,https://www.boursorama.com/cours/1rPMLUAV/,43.6,0.11794871794872,43.6,43.6,,"{""symbol"":""1rPMLUAV"",""variation"":0.11794871794872,""last"":43.6,""previousClose"":39,""high"":43.6,""low"":43.6,""totalVolume"":3,""exchangeCode"":""PAR"",""tradeDate"":""2026-03-30 11:30:13"",""category"":""STK"",""decimals"":3,""tradingDecimals"":4,""highLimit"":44.2,""lowLimit"":36.2,""valorization"":0,""shares"":0,""tradeCapital"":0}"
EMEIS,1rPEMEIS,FR001400NLM4,https://www.boursorama.com/cours/1rPEMEIS/,12.48,0.0072639225181598,12.48,12.04,,"{""symbol"":""1rPEMEIS"",""variation"":0.0072639225181598,""last"":12.48,""previousClose"":12.39,""high"":12.48,""low"":12.04,""totalVolume"":79233,""exchangeCode"":""PAR"",""tradeDate"":""2026-03-30 14:45:05"",""category"":""STK"",""decimals"":3,""tradingDecimals"":4,""highLimit"":13.1,""lowLimit"":11.86,""valorization"":0,""shares"":0,""tradeCapital"":0}"
EMOVA GRP,1rPALEMV,FR0013356755,https://www.boursorama.com/cours/1rPALEMV/,0.625,0.024590163934426,0.625,0.61,,"{""symbol"":""1rPALEMV"",""variation"":0.024590163934426,""last"":0.625,""previousClose"":0.61,""high"":0.625,""low"":0.61,""totalVolume"":351,""exchangeCode"":""PAR"",""tradeDate"":""2026-03-30 14:43:59"",""category"":""STK"",""decimals"":3,""tradingDecimals"":4,""highLimit"":0.655,""lowLimit"":0.595,""valorization"":0,""shares"":0,""tradeCapital"":0}"
ENCRES DUBUIT,1rPALDUB,FR0004030708,https://www.boursorama.com/cours/1rPALDUB/,2.44,0,2.44,2.44,,"{""symbol"":""1rPALDUB"",""variation"":0,""last"":2.44,""previousClose"":2.44,""high"":2.44,""low"":2.44,""totalVolume"":42,""exchangeCode"":""PAR"",""tradeDate"":""2026-03-30 09:00:06"",""category"":""STK"",""decimals"":3,""tradingDecimals"":4,""highLimit"":2.56,""lowLimit"":2.32,""valorization"":0,""shares"":0,""tradeCapital"":0}"
ENENSYS TECHNO,1rPALNN6,FR0013330792,https://www.boursorama.com/cours/1rPALNN6/,0.89,0,0.89,0.89,,"{""symbol"":""1rPALNN6"",""variation"":0,""last"":0.89,""previousClose"":0.89,""high"":0.89,""low"":0.89,""totalVolume"":1,""exchangeCode"":""PAR"",""tradeDate"":""2026-03-30 09:00:15"",""category"":""STK"",""decimals"":3,""tradingDecimals"":4,""highLimit"":0.934,""lowLimit"":0.846,""valorization"":0,""shares"":0,""tradeCapital"":0}"
EASE2PAY,1rAEAS2P,NL0000345627,https://www.boursorama.com/cours/1rAEAS2P/,0.382,0.0052631578947368,0.39,0.371,,"{""symbol"":""1rAEAS2P"",""variation"":0.0052631578947368,""last"":0.382,""previousClose"":0.38,""high"":0.39,""low"":0.371,""totalVolume"":37284,""exchangeCode"":""AMS"",""tradeDate"":""2026-03-30 13:17:36"",""category"":""STK"",""decimals"":3,""tradingDecimals"":4,""highLimit"":0.401,""lowLimit"":0.363,""valorization"":0,""shares"":0,""tradeCapital"":0}"
EBUSCO BR RG-UNTY,1rAEBU,NL0015000CZ2,https://www.boursorama.com/cours/1rAEBU/,0.4822,0,0,0,,"{""symbol"":""1rAEBU"",""variation"":0,""last"":0.4822,""previousClose"":0.4822,""high"":0,""low"":0,""totalVolume"":0,""exchangeCode"":""AMS"",""tradeDate"":""2024-03-12 17:35:26"",""category"":""STK"",""decimals"":3,""tradingDecimals"":3,""highLimit"":0,""lowLimit"":0,""valorization"":0,""shares"":0,""tradeCapital"":0}"
EBUSCO HLDG,1rAEBUS,NL0015002AG2,https://www.boursorama.com/cours/1rAEBUS/,0.278,-0.027291812456263,0.295,0.2748,,"{""symbol"":""1rAEBUS"",""variation"":-0.027291812456263,""last"":0.278,""previousClose"":0.2858,""high"":0.295,""low"":0.2748,""totalVolume"":202127,""exchangeCode"":""AMS"",""tradeDate"":""2026-03-30 14:33:35"",""category"":""STK"",""decimals"":3,""tradingDecimals"":4,""highLimit"":0.2918,""lowLimit"":0.2642,""valorization"":0,""shares"":0,""tradeCapital"":0}"
EHC RG-A,1rAEHCS,NL0015000K10,https://www.boursorama.com/cours/1rAEHCS/,9.1,0,0,0,,"{""symbol"":""1rAEHCS"",""variation"":0,""last"":9.1,""previousClose"":9.1,""high"":0,""low"":0,""totalVolume"":0,""exchangeCode"":""AMS"",""tradeDate"":""2024-11-18 09:08:46"",""category"":""STK"",""decimals"":3,""tradingDecimals"":3,""highLimit"":10.01,""lowLimit"":8.2719,""valorization"":0,""shares"":0,""tradeCapital"":0}"
ENVIPCO HLDG,1rAENVI,NL0015000GX8,https://www.boursorama.com/cours/1rAENVI/,4.4,-0.049676025917926,4.72,4.4,,"{""symbol"":""1rAENVI"",""variation"":-0.049676025917926,""last"":4.4,""previousClose"":4.63,""high"":4.72,""low"":4.4,""totalVolume"":44575,""exchangeCode"":""AMS"",""tradeDate"":""2026-03-30 14:29:42"",""category"":""STK"",""decimals"":3,""tradingDecimals"":4,""highLimit"":4.62,""lowLimit"":4.18,""valorization"":0,""shares"":0,""tradeCapital"":0}"
ER CAPITAL,1rAERC,NL0010389508,https://www.boursorama.com/cours/1rAERC/,2.28,-0.042016806722689,2.56,2.28,,"{""symbol"":""1rAERC"",""variation"":-0.042016806722689,""last"":2.28,""previousClose"":2.38,""high"":2.56,""low"":2.28,""totalVolume"":5095,""exchangeCode"":""AMS"",""tradeDate"":""2026-03-30 10:15:14"",""category"":""STK"",""decimals"":3,""tradingDecimals"":4,""highLimit"":2.5,""lowLimit"":2.06,""valorization"":0,""shares"":0,""tradeCapital"":0}"
ECONOCOM GROUP,FF11_ECONB,BE0974313455,https://www.boursorama.com/cours/FF11-ECONB/,1.402,-0.012676056338028,1.418,1.4,,"{""symbol"":""FF11-ECONB"",""variation"":-0.012676056338028,""last"":1.402,""previousClose"":1.42,""high"":1.418,""low"":1.4,""totalVolume"":8090,""exchangeCode"":""BEL"",""tradeDate"":""2026-03-30 14:11:16"",""category"":""STK"",""decimals"":3,""tradingDecimals"":4,""highLimit"":1.472,""lowLimit"":1.332,""valorization"":0,""shares"":0,""tradeCapital"":0}"
EKOPAK,FF11_EKOP,BE0974380124,https://www.boursorama.com/cours/FF11-EKOP/,4.39,0.0091954022988506,4.4,4.31,,"{""symbol"":""FF11-EKOP"",""variation"":0.0091954022988506,""last"":4.39,""previousClose"":4.35,""high"":4.4,""low"":4.31,""totalVolume"":1022,""exchangeCode"":""BEL"",""tradeDate"":""2026-03-30 13:55:33"",""category"":""STK"",""decimals"":3,""tradingDecimals"":3,""highLimit"":4.6,""lowLimit"":4.18,""valorization"":0,""shares"":0,""tradeCapital"":0}"
ENERGYVISION,FF11_ENRGY,BE0974499312,https://www.boursorama.com/cours/FF11-ENRGY/,12.1,0.043103448275862,12.148,11.502,,"{""symbol"":""FF11-ENRGY"",""variation"":0.043103448275862,""last"":12.1,""previousClose"":11.6,""high"":12.148,""low"":11.502,""totalVolume"":16672,""exchangeCode"":""BEL"",""tradeDate"":""2026-03-30 14:27:22"",""category"":""STK"",""decimals"":3,""tradingDecimals"":4,""highLimit"":12.704,""lowLimit"":11.496,""valorization"":0,""shares"":0,""tradeCapital"":0}"
EU MED SOL,FF11_ALEMS,BE0974497290,https://www.boursorama.com/cours/FF11-ALEMS/,5.05,0,5.05,5.05,,"{""symbol"":""FF11-ALEMS"",""variation"":0,""last"":5.05,""previousClose"":5.05,""high"":5.05,""low"":5.05,""totalVolume"":18,""exchangeCode"":""BEL"",""tradeDate"":""2026-03-30 09:11:41"",""category"":""STK"",""decimals"":3,""tradingDecimals"":4,""highLimit"":5.302,""lowLimit"":4.7975,""valorization"":0,""shares"":0,""tradeCapital"":0}"
EVS BROADCAST EQU,FF11_EVS,BE0003820371,https://www.boursorama.com/cours/FF11-EVS/,32.7,0.0015313935681471,32.75,32.3,,"{""symbol"":""FF11-EVS"",""variation"":0.0015313935681471,""last"":32.7,""previousClose"":32.65,""high"":32.75,""low"":32.3,""totalVolume"":5040,""exchangeCode"":""BEL"",""tradeDate"":""2026-03-30 14:32:29"",""category"":""STK"",""decimals"":3,""tradingDecimals"":4,""highLimit"":34.3,""lowLimit"":31.1,""valorization"":0,""shares"":0,""tradeCapital"":0}"
EXMAR,FF11_EXM,BE0003808251,https://www.boursorama.com/cours/FF11-EXM/,10.18,-0.021153846153846,10.44,10.16,,"{""symbol"":""FF11-EXM"",""variation"":-0.021153846153846,""last"":10.18,""previousClose"":10.4,""high"":10.44,""low"":10.16,""totalVolume"":9751,""exchangeCode"":""BEL"",""tradeDate"":""2026-03-30 12:14:00"",""category"":""STK"",""decimals"":3,""tradingDecimals"":4,""highLimit"":10.68,""lowLimit"":9.68,""valorization"":0,""shares"":0,""tradeCapital"":0}"
FACEPHI BIOMETR,1rPALPHI,ES0105029005,https://www.boursorama.com/cours/1rPALPHI/,2.21,0.0045454545454544,2.21,2.21,,"{""symbol"":""1rPALPHI"",""variation"":0.0045454545454544,""last"":2.21,""previousClose"":2.2,""high"":2.21,""low"":2.21,""totalVolume"":1,""exchangeCode"":""PAR"",""tradeDate"":""2026-03-30 09:00:05"",""category"":""STK"",""decimals"":3,""tradingDecimals"":3,""highLimit"":2.32,""lowLimit"":2.1,""valorization"":0,""shares"":0,""tradeCapital"":0}"
FASHION B AIR,1rPALFBA,FR0004034593,https://www.boursorama.com/cours/1rPALFBA/,0.0285,0,0,0,,"{""symbol"":""1rPALFBA"",""variation"":0,""last"":0.0285,""previousClose"":0.0285,""high"":0,""low"":0,""totalVolume"":0,""exchangeCode"":""PAR"",""tradeDate"":""2024-07-04 10:35:44"",""category"":""STK"",""decimals"":3,""tradingDecimals"":3,""highLimit"":0.02,""lowLimit"":0.0005,""valorization"":0,""shares"":0,""tradeCapital"":0}"
FCE SOIR GRP,1rPMLFSG,FR0013222346,https://www.boursorama.com/cours/1rPMLFSG/,0.005,0,0,0,,"{""symbol"":""1rPMLFSG"",""variation"":0,""last"":0.005,""previousClose"":0.005,""high"":0,""low"":0,""totalVolume"":0,""exchangeCode"":""PAR"",""tradeDate"":""2022-05-24 11:30:24"",""category"":""STK"",""decimals"":3,""tradingDecimals"":3,""highLimit"":0.0005,""lowLimit"":0.0005,""valorization"":0,""shares"":0,""tradeCapital"":0}"
FD,1rPMLFDV,FR0012300424,https://www.boursorama.com/cours/1rPMLFDV/,0.35,0,0,0,,"{""symbol"":""1rPMLFDV"",""variation"":0,""last"":0.35,""previousClose"":0.35,""high"":0,""low"":0,""totalVolume"":0,""exchangeCode"":""PAR"",""tradeDate"":""2026-03-11 11:30:20"",""category"":""STK"",""decimals"":3,""tradingDecimals"":4,""highLimit"":0.42,""lowLimit"":0.344,""valorization"":0,""shares"":0,""tradeCapital"":0}"
FERMENTALG,1rPALGAE,FR0011271600,https://www.boursorama.com/cours/1rPALGAE/,0.4675,0.033149171270718,0.48,0.44,,"{""symbol"":""1rPALGAE"",""variation"":0.033149171270718,""last"":0.4675,""previousClose"":0.4525,""high"":0.48,""low"":0.44,""totalVolume"":175223,""exchangeCode"":""PAR"",""tradeDate"":""2026-03-30 14:43:43"",""category"":""STK"",""decimals"":3,""tradingDecimals"":4,""highLimit"":0.4905,""lowLimit"":0.4445,""valorization"":0,""shares"":0,""tradeCapital"":0}"
FIDUCIAL OFF.SOLU,1rPSACI,FR0000061418,https://www.boursorama.com/cours/1rPSACI/,26.8,0,26.8,26.8,,"{""symbol"":""1rPSACI"",""variation"":0,""last"":26.8,""previousClose"":26.8,""high"":26.8,""low"":26.8,""totalVolume"":1,""exchangeCode"":""PAR"",""tradeDate"":""2026-03-30 11:30:14"",""category"":""STK"",""decimals"":3,""tradingDecimals"":4,""highLimit"":29.6,""lowLimit"":24.4,""valorization"":0,""shares"":0,""tradeCapital"":0}"
FIDUCIAL REAL ESTATE,1rPORIA,FR0000060535,https://www.boursorama.com/cours/1rPORIA/,170,0.011904761904762,170,170,,"{""symbol"":""1rPORIA"",""variation"":0.011904761904762,""last"":170,""previousClose"":168,""high"":170,""low"":170,""totalVolume"":3,""exchangeCode"":""PAR"",""tradeDate"":""2026-03-30 11:30:05"",""category"":""STK"",""decimals"":3,""tradingDecimals"":4,""highLimit"":189,""lowLimit"":155,""valorization"":0,""shares"":0,""tradeCapital"":0}"
FIEBM,1rPBERR,FR0000062341,https://www.boursorama.com/cours/1rPBERR/,10.4,0,0,0,,"{""symbol"":""1rPBERR"",""variation"":0,""last"":10.4,""previousClose"":10.4,""high"":0,""low"":0,""totalVolume"":0,""exchangeCode"":""PAR"",""tradeDate"":""2024-04-04 09:58:19"",""category"":""STK"",""decimals"":3,""tradingDecimals"":3,""highLimit"":10.5,""lowLimit"":10.3,""valorization"":0,""shares"":0,""tradeCapital"":0}"
FIGEAC AERO,1rPFGA,FR0011665280,https://www.boursorama.com/cours/1rPFGA/,9.2,0.0021786492374727,9.2,9.02,,"{""symbol"":""1rPFGA"",""variation"":0.0021786492374727,""last"":9.2,""previousClose"":9.18,""high"":9.2,""low"":9.02,""totalVolume"":11384,""exchangeCode"":""PAR"",""tradeDate"":""2026-03-30 14:48:09"",""category"":""STK"",""decimals"":3,""tradingDecimals"":4,""highLimit"":9.66,""lowLimit"":8.74,""valorization"":0,""shares"":0,""tradeCapital"":0}"
FILAE,1rPALFIL,FR0010221069,https://www.boursorama.com/cours/1rPALFIL/,20.75,0,0,0,,"{""symbol"":""1rPALFIL"",""variation"":0,""last"":20.75,""previousClose"":20.75,""high"":0,""low"":0,""totalVolume"":0,""exchangeCode"":""PAR"",""tradeDate"":""2021-11-12 09:55:36"",""category"":""STK"",""decimals"":3,""tradingDecimals"":3,""highLimit"":20.95,""lowLimit"":0.01,""valorization"":0,""shares"":0,""tradeCapital"":0}"
FILL UP MEDIA,1rPALFUM,FR001400AEM6,https://www.boursorama.com/cours/1rPALFUM/,6.4,0.032258064516129,6.4,6.25,,"{""symbol"":""1rPALFUM"",""variation"":0.032258064516129,""last"":6.4,""previousClose"":6.2,""high"":6.4,""low"":6.25,""totalVolume"":81,""exchangeCode"":""PAR"",""tradeDate"":""2026-03-30 12:58:59"",""category"":""STK"",""decimals"":3,""tradingDecimals"":4,""highLimit"":6.7,""lowLimit"":6.1,""valorization"":0,""shares"":0,""tradeCapital"":0}"
FIN MARJOS,1rPFINM,FR0000060824,https://www.boursorama.com/cours/1rPFINM/,0.58,0,0,0,,"{""symbol"":""1rPFINM"",""variation"":0,""last"":0.58,""previousClose"":0.58,""high"":0,""low"":0,""totalVolume"":0,""exchangeCode"":""PAR"",""tradeDate"":""2026-03-27 14:17:06"",""category"":""STK"",""decimals"":3,""tradingDecimals"":4,""highLimit"":0.645,""lowLimit"":0.535,""valorization"":0,""shares"":0,""tradeCapital"":0}"
FINANCIERE MONCEY,1rPFMONC,FR001400SU99,https://www.boursorama.com/cours/1rPFMONC/,137.5,0,138,137.5,,"{""symbol"":""1rPFMONC"",""variation"":0,""last"":137.5,""previousClose"":137.5,""high"":138,""low"":137.5,""totalVolume"":4,""exchangeCode"":""PAR"",""tradeDate"":""2026-03-30 14:29:00"",""category"":""STK"",""decimals"":3,""tradingDecimals"":3,""highLimit"":144,""lowLimit"":131,""valorization"":0,""shares"":0,""tradeCapital"":0}"
FINATIS,1rPFNTS,FR0000035123,https://www.boursorama.com/cours/1rPFNTS/,1.37,0,0,0,,"{""symbol"":""1rPFNTS"",""variation"":0,""last"":1.37,""previousClose"":1.37,""high"":0,""low"":0,""totalVolume"":0,""exchangeCode"":""PAR"",""tradeDate"":""2024-03-26 11:30:27"",""category"":""STK"",""decimals"":3,""tradingDecimals"":3,""highLimit"":1.507,""lowLimit"":1.24533,""valorization"":0,""shares"":0,""tradeCapital"":0}"
FINAXO,1rPMLFXO_OTC,FR0010487272,https://www.boursorama.com/cours/1rPMLFXO-OTC/,4.94,0,4.94,4.94,,"{""symbol"":""1rPMLFXO-OTC"",""variation"":0,""last"":4.94,""previousClose"":4.94,""high"":4.94,""low"":4.94,""totalVolume"":96,""exchangeCode"":""PAR"",""tradeDate"":""2026-03-30 11:30:21"",""category"":""STK"",""decimals"":3,""tradingDecimals"":4,""highLimit"":5.2,""lowLimit"":4.3,""valorization"":0,""shares"":0,""tradeCapital"":0}"
FLEURY MICHON,1rPALFLE,FR0000074759,https://www.boursorama.com/cours/1rPALFLE/,22.5,-0.0088105726872246,22.5,22.2,,"{""symbol"":""1rPALFLE"",""variation"":-0.0088105726872246,""last"":22.5,""previousClose"":22.7,""high"":22.5,""low"":22.2,""totalVolume"":242,""exchangeCode"":""PAR"",""tradeDate"":""2026-03-30 13:11:28"",""category"":""STK"",""decimals"":3,""tradingDecimals"":4,""highLimit"":23.6,""lowLimit"":21.4,""valorization"":0,""shares"":0,""tradeCapital"":0}"
FLORENTAISE,1rPALFLO,FR001400GO75,https://www.boursorama.com/cours/1rPALFLO/,0.43,0.046228710462287,0.43,0.37,,"{""symbol"":""1rPALFLO"",""variation"":0.046228710462287,""last"":0.43,""previousClose"":0.411,""high"":0.43,""low"":0.37,""totalVolume"":50,""exchangeCode"":""PAR"",""tradeDate"":""2026-03-30 09:26:23"",""category"":""STK"",""decimals"":3,""tradingDecimals"":4,""highLimit"":0.451,""lowLimit"":0.409,""valorization"":0,""shares"":0,""tradeCapital"":0}"
FNAC DARTY,1rPFNAC,FR0011476928,https://www.boursorama.com/cours/1rPFNAC/,35.1,-0.0056657223796033,35.15,35,,"{""symbol"":""1rPFNAC"",""variation"":-0.0056657223796033,""last"":35.1,""previousClose"":35.3,""high"":35.15,""low"":35,""totalVolume"":27358,""exchangeCode"":""PAR"",""tradeDate"":""2026-03-30 14:19:46"",""category"":""STK"",""decimals"":3,""tradingDecimals"":4,""highLimit"":36.85,""lowLimit"":33.35,""valorization"":0,""shares"":0,""tradeCapital"":0}"
FNP TECH,1rPMLFNP,FR0013230067,https://www.boursorama.com/cours/1rPMLFNP/,0.06,0,0,0,,"{""symbol"":""1rPMLFNP"",""variation"":0,""last"":0.06,""previousClose"":0.06,""high"":0,""low"":0,""totalVolume"":0,""exchangeCode"":""PAR"",""tradeDate"":""2026-02-27 11:30:11"",""category"":""STK"",""decimals"":3,""tradingDecimals"":4,""highLimit"":0.0765,""lowLimit"":0.0545,""valorization"":0,""shares"":0,""tradeCapital"":0}"
FONCIERE 7 INV,1rPLEBL,FR0000065930,https://www.boursorama.com/cours/1rPLEBL/,0.272,0,0,0,,"{""symbol"":""1rPLEBL"",""variation"":0,""last"":0.272,""previousClose"":0.272,""high"":0,""low"":0,""totalVolume"":0,""exchangeCode"":""PAR"",""tradeDate"":""2026-03-19 11:30:25"",""category"":""STK"",""decimals"":3,""tradingDecimals"":4,""highLimit"":0.272,""lowLimit"":0.224,""valorization"":0,""shares"":0,""tradeCapital"":0}"
FONCIERE EURIS,1rPEURS,FR0000038499,https://www.boursorama.com/cours/1rPEURS/,0.159,0,0,0,,"{""symbol"":""1rPEURS"",""variation"":0,""last"":0.159,""previousClose"":0.159,""high"":0,""low"":0,""totalVolume"":0,""exchangeCode"":""PAR"",""tradeDate"":""2024-02-27 11:30:19"",""category"":""STK"",""decimals"":3,""tradingDecimals"":3,""highLimit"":0.1749,""lowLimit"":0.14453,""valorization"":0,""shares"":0,""tradeCapital"":0}"
FONCIERE VINDI,1rPMLVIN,FR0011605617,https://www.boursorama.com/cours/1rPMLVIN/,4.58,0,0,0,,"{""symbol"":""1rPMLVIN"",""variation"":0,""last"":4.58,""previousClose"":4.58,""high"":0,""low"":0,""totalVolume"":0,""exchangeCode"":""PAR"",""tradeDate"":""2026-03-16 16:30:09"",""category"":""STK"",""decimals"":3,""tradingDecimals"":4,""highLimit"":4.76,""lowLimit"":3.92,""valorization"":0,""shares"":0,""tradeCapital"":0}"
FONCIERE VOLTA,1rPSPEL,FR0000053944,https://www.boursorama.com/cours/1rPSPEL/,8.8,0,0,0,,"{""symbol"":""1rPSPEL"",""variation"":0,""last"":8.8,""previousClose"":8.8,""high"":0,""low"":0,""totalVolume"":0,""exchangeCode"":""PAR"",""tradeDate"":""2026-03-19 12:36:47"",""category"":""STK"",""decimals"":3,""tradingDecimals"":4,""highLimit"":9.7,""lowLimit"":8,""valorization"":0,""shares"":0,""tradeCapital"":0}"
FORFARMERS,1rAFFARM,NL0011832811,https://www.boursorama.com/cours/1rAFFARM/,6.28,-0.011023622047244,6.32,6.25,,"{""symbol"":""1rAFFARM"",""variation"":-0.011023622047244,""last"":6.28,""previousClose"":6.35,""high"":6.32,""low"":6.25,""totalVolume"":42081,""exchangeCode"":""AMS"",""tradeDate"":""2026-03-30 14:20:15"",""category"":""STK"",""decimals"":3,""tradingDecimals"":3,""highLimit"":6.59,""lowLimit"":5.97,""valorization"":0,""shares"":0,""tradeCapital"":0}"
FUGRO,1rAFUR,NL00150003E1,https://www.boursorama.com/cours/1rAFUR/,10.55,0.036345776031434,10.55,10.19,,"{""symbol"":""1rAFUR"",""variation"":0.036345776031434,""last"":10.55,""previousClose"":10.18,""high"":10.55,""low"":10.19,""totalVolume"":184131,""exchangeCode"":""AMS"",""tradeDate"":""2026-03-30 14:33:36"",""category"":""STK"",""decimals"":3,""tradingDecimals"":4,""highLimit"":11.07,""lowLimit"":10.03,""valorization"":0,""shares"":0,""tradeCapital"":0}"
FAGRON,FF11_FAGR,BE0003874915,https://www.boursorama.com/cours/FF11-FAGR/,21.3,0.0047169811320755,21.3,21.05,,"{""symbol"":""FF11-FAGR"",""variation"":0.0047169811320755,""last"":21.3,""previousClose"":21.2,""high"":21.3,""low"":21.05,""totalVolume"":16107,""exchangeCode"":""BEL"",""tradeDate"":""2026-03-30 14:30:51"",""category"":""STK"",""decimals"":3,""tradingDecimals"":4,""highLimit"":22.35,""lowLimit"":20.25,""valorization"":0,""shares"":0,""tradeCapital"":0}"
FIN NEUFCOUR,FF11_MLNEU,BE0003680916,https://www.boursorama.com/cours/FF11-MLNEU/,11.2,0,0,0,,"{""symbol"":""FF11-MLNEU"",""variation"":0,""last"":11.2,""previousClose"":11.2,""high"":0,""low"":0,""totalVolume"":0,""exchangeCode"":""BEL"",""tradeDate"":""2026-02-10 16:30:29"",""category"":""STK"",""decimals"":3,""tradingDecimals"":4,""highLimit"":10,""lowLimit"":8.2,""valorization"":0,""shares"":0,""tradeCapital"":0}"
FLORIDIENNE,FF11_FLOB,BE0974502347,https://www.boursorama.com/cours/FF11-FLOB/,57.1,-0.048333333333333,57.1,57.1,,"{""symbol"":""FF11-FLOB"",""variation"":-0.048333333333333,""last"":57.1,""previousClose"":60,""high"":57.1,""low"":57.1,""totalVolume"":700,""exchangeCode"":""BEL"",""tradeDate"":""2026-03-30 11:30:20"",""category"":""STK"",""decimals"":3,""tradingDecimals"":4,""highLimit"":62.81,""lowLimit"":51.39,""valorization"":0,""shares"":0,""tradeCapital"":0}"
